doi,journal,title,publisher,manual_license,manual_status,oag_license,oag_status,license_url,provenance,source
10.1093/bioinformatics/bts725,Bioinformatics,"The product of C9orf72, a gene strongly implicated in neurodegeneration, is structurally related to DENN Rab-GEFs",Oxford University Press,cc-by,,cc-by,,http://bioinformatics.oxfordjournals.org/content/29/4/499,"License decided by scraping the resource at http://bioinformatics.oxfordjournals.org/content/29/4/499 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/bioinformatics/btt266,Bioinformatics,FYPO: the fission yeast phenotype ontology,Oxford University Press,cc-by,,cc-by,,http://bioinformatics.oxfordjournals.org/content/29/13/1671,"License decided by scraping the resource at http://bioinformatics.oxfordjournals.org/content/29/13/1671 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/bmb/lds031,British Medical Bulletin,Management of trypanosomiasis and leishmaniasis,Oxford University Press,,,cc-nc,,http://bmb.oxfordjournals.org/content/104/1/175,"License decided by scraping the resource at http://bmb.oxfordjournals.org/content/104/1/175 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0/),
                     which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is
                     properly cited."".",wellcome-12-13
10.1093/bmb/ldt017,British Medical Bulletin,Mitochondrial genetics,Oxford University Press,,,cc-by,,http://bmb.oxfordjournals.org/content/106/1/135,"License decided by scraping the resource at http://bmb.oxfordjournals.org/content/106/1/135 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/brain/awq305,Brain,"The primary visual cortex, and feedback to it, are not necessary for conscious vision",Oxford University Press,other,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/brain/awr196,Brain,Magnetoencephalography of frontotemporal dementia: spationtemprally localized changes during semantic decisions,Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/brain/awr365,Brain,Clinico-pathological features in amyotrophic lateral sclerosis with expansions in C9ORF72,Oxford University Press,other,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/brain/aws128,Brain,Social cognitive deficits and their neural correlates in progressive supranuclear palsy,Oxford University Press,,,cc-nc,,http://brain.oxfordjournals.org/content/135/7/2089,"License decided by scraping the resource at http://brain.oxfordjournals.org/content/135/7/2089 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0),
                     which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is
                     properly cited."".",wellcome-12-13
10.1093/brain/aws268,Brain,"Autologous olfactory mucosal cell transplants in clinical spinal cord injury: a randomized, double-blinded trial in a canine translational model",Oxford University Press,cc-by,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/brain/aws296,Brain,Abnormal thalamocortical structural and functional connectivity in juvenile myoclonic epilepsy,Oxford University Press,other,,cc-nc,,http://brain.oxfordjournals.org/content/135/12/3635,"License decided by scraping the resource at http://brain.oxfordjournals.org/content/135/12/3635 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0/),
                     which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is
                     properly cited."".",wellcome-12-13
10.1093/brain/aws311,Brain,The Charcot-Marie-Tooth diseases: how can we identify and develop novel therapeutic targets?,Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/brain/aws341,Brain,Letter to the Editor Reply: Snesorineural hearing loss in OPA1-linked disorders,Oxford University Press,other,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/brain/awt008,Brain,The functional neuroimaging correlates of psychogenic versus organic dystonia,Oxford University Press,,,cc-nc,,http://brain.oxfordjournals.org/content/136/3/770,"License decided by scraping the resource at http://brain.oxfordjournals.org/content/136/3/770 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0/),
                     which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is
                     properly cited."".",wellcome-12-13
10.1093/brain/awt065,Brain,MRI evidence for presymptomatic change in thalamus and caudate in familial Alzheimer's disease,Oxford University Press,other,,cc-nc,,http://brain.oxfordjournals.org/content/136/5/1399,"License decided by scraping the resource at http://brain.oxfordjournals.org/content/136/5/1399 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0/),
                     which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is
                     properly cited."".",wellcome-12-13
10.1093/brain/awt099,Brain,A functional magnetic resonance imaging study mapping the episodic memory encoding network in temporal lobe epilepsy,Oxford University Press,other,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/brain/awt105,Brain,Memory reorganization following anterior temporal lobe resection: a longitudinal study,Oxford University Press,other,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/brain/awt148,Brain,Axonal neuregulin 1 is a rate limiting but not essential factor for nerve remyelination,Oxford University Press,cc-by,,cc-by,,http://brain.oxfordjournals.org/content/136/7/2279,"License decided by scraping the resource at http://brain.oxfordjournals.org/content/136/7/2279 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/brain/awt186,Brain,Reading therapy strengthens top-down connectivity in patients with pure alexia,Oxford University Press,,,cc-by,,http://brain.oxfordjournals.org/content/136/8/2579,"License decided by scraping the resource at http://brain.oxfordjournals.org/content/136/8/2579 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/brain/awt208,Brain,Atypical basic movement kinematics in autism spectrum conditions,Oxford University Press,cc-by,,cc-by,,http://brain.oxfordjournals.org/content/136/9/2816,"License decided by scraping the resource at http://brain.oxfordjournals.org/content/136/9/2816 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/brain/awt209,Brain,Nucleotide precursors prevent folic acid-resistant neural tube defects in the mouse,Oxford University Press,cc-by,,cc-by,,http://brain.oxfordjournals.org/content/136/9/2836,"License decided by scraping the resource at http://brain.oxfordjournals.org/content/136/9/2836 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/brain/awt214,Brain,The role of human ventral visual cortex in motion perception,Oxford University Press,cc-by,,cc-by,,http://brain.oxfordjournals.org/content/136/9/2784,"License decided by scraping the resource at http://brain.oxfordjournals.org/content/136/9/2784 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/brain/awt233,Brain,"Epilepsy, hippocampal sclerosis and febrile seizures linked by common genetic variation around SCN1A",Oxford University Press,cc-by,,cc-by,,http://brain.oxfordjournals.org/content/136/10/3140,"License decided by scraping the resource at http://brain.oxfordjournals.org/content/136/10/3140 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/cercor/bhr223,Cerebral Cortex,Transgenic Overexpression of the Type I Isoform of Neuregulin 1 Affects Working Memory and Hippocampal Oscillations but not Long-term Potentiation,Oxford University Press,,,cc-nc,,http://cercor.oxfordjournals.org/content/22/7/1520,"License decided by scraping the resource at http://cercor.oxfordjournals.org/content/22/7/1520 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0),
                     which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is
                     properly cited."".",wellcome-12-13
10.1093/cercor/bhs024,Journal of Molecular Neuroscience,Pramipexole Reduces Phosphorylation of Alpha-synuclein at Serine 129,Springer,,,,,,,wellcome-12-13
10.1093/cercor/bhs024,Cerebral Cortex,Image-invariant responses in face-selective regions do not explain the perceptual advantage for familiar face recognition.,Oxford University Press,,,,,,,wellcome-12-13
10.1093/cercor/bhs144,Cerebral Cortex,Preservation and choice in Parkinson's disease: the impact of progressive frontostriatal dysfunctoin on action decisions,Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/cercor/bhs365,Cerebral Cortex,MEG evidence for early feedback effects during word recognition,Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/cercor/bhs418,Cerebral Cortex,"Spatial attention, precision and Bayesian inference: a study of saccadic response speed",Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/cercor/bhs420,Cerebral Cortex,Pharmacological dissociation of novelty responses in the human brain,Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/cercor/bht015,Cerebral Cortex,Inter- and Intra-hemispheric connectivity differences when reading Japanese Kanji and Hiragana,Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/cercor/bht157,Cerebral Cortex,Direct evidence for attention-dependent influences of the frontal eye-fields on feature-responsive visual cortex,Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/cercor/bht227,Cerebral Cortex,Individual differences in laughter perception reveal roles for mentalising and sensorimotor systems in the evaluation of emotional authenticity,Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/cercor/bht254,Cerebral Cortex,The early fetal development of human neocortical gabaergic interneurons,Oxford University Press,,,cc-by,,http://cercor.oxfordjournals.org/content/early/2013/09/17/cercor.bht254,"License decided by scraping the resource at http://cercor.oxfordjournals.org/content/early/2013/09/17/cercor.bht254 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/cid/cis371,Clinical Infectious Diseases,"Rates of Pneumococcal Colonization and Transmission probabilities by serotype, among new born infants in Kilifi District",Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/cid/cis899,Clinical Infectious Diseases,"Frequency, severity and prediction of tuberculous meningitis immune reconstitution inflammatory syndrome",Oxford University Press,,,cc-by,,http://cid.oxfordjournals.org/content/56/3/450,"License decided by scraping the resource at http://cid.oxfordjournals.org/content/56/3/450 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/cid/cis911,Clinical Infectious Diseases,Cardiac disease in adolescents with delayed diagnosis of vertically-acquired HIV infection.,Oxford University Press,,,cc-by,,http://cid.oxfordjournals.org/content/56/4/576,"License decided by scraping the resource at http://cid.oxfordjournals.org/content/56/4/576 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/cid/cit021,Clinical Infectious Diseases,Association of Human Leukocyte Antigen Alleles and Nevirapine Hypersensitivity in a Malawian HIV-infected population,Oxford University Press,,,cc-by,,http://cid.oxfordjournals.org/content/56/9/1330,"License decided by scraping the resource at http://cid.oxfordjournals.org/content/56/9/1330 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/cid/cit156,Clinical Infectious Diseases,A review of self-testing for HIV: research and policy priorities in a new era of HIV prevention.,Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/cid/cit296,Clinical Infectious Diseases,"Combination interventions to prevent HCV transmission among people who inject drugs: modeling the impact of antiviral treatment, needle and syringe programs, and opiate substitution therapy",Oxford University Press,,,cc-by,,http://cid.oxfordjournals.org/content/57/suppl_2/S39,"License decided by scraping the resource at http://cid.oxfordjournals.org/content/57/suppl_2/S39 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/cid/cit659,Clinical Infectious Diseases,Chickenpox and risk of stroke: a self-controlled case series analysis,Oxford University Press,,,cc-by,,http://cid.oxfordjournals.org/content/58/1/61,"License decided by scraping the resource at http://cid.oxfordjournals.org/content/58/1/61 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/cvr/cvt012,Cardiovascular Research,Flecainide Reduces Ca2+ Spark and Wave Frequency Via Inhibition of The Sarcolemmal Sodium Current,Oxford University Press,,,cc-nc,,http://cardiovascres.oxfordjournals.org/content/98/2/286,"License decided by scraping the resource at http://cardiovascres.oxfordjournals.org/content/98/2/286 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by-nc/3.0/),
                     which permits non-commercial use, distribution, and reproduction in any medium, provided that the original authorship is properly
                     and fully attributed"".",wellcome-12-13
10.1093/cvr/cvt129,Cardiovascular Research,Gap junctions support the sustained phase of hypoxic pulmonary vasoconstriction by facilitating calcium sensitization,Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/cvr/cvt187,Cardiovascular Research,T brucei cathepsinL increases arrhythmogenic sarcoplasmic reticulum - mediated calcium release in rat cardiomyocytes,Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/database/bat060,Database,"metabolicMine: an integrated genomics, genetics and proteomics data warehouse for common metabolic disease research",Oxford University Press,other,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/eurheartj/eht189,European Heart Journal,SCORE performance in Central and Eastern Europe and former Soviet Union: MONICA and HAPIEE results,Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/eurpub/cks160,European Journal of Public Health,Family and home influences on children's after-school and weekend physical activity,Oxford University Press,,,cc-by,,http://eurpub.oxfordjournals.org/content/23/5/805,"License decided by scraping the resource at http://eurpub.oxfordjournals.org/content/23/5/805 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/gerona/glr244,Journal of Gerontology Series A,The association of dementia with upper arm and waist circumference in seven low and middle-income countries: the 10/66 cross-sectional surveys,Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/glycob/cwp087,Glycobiology,A novel role for Gtb1p in glucose trimming of N-linked glycans,Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/glycob/cwt022,Glycobiology,Organization of the extracellular portion of the macrophage galactose receptor: a trimeric cluster of simple binding sites for N-acetylgalactosamine,Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/heapol/czs048,Health Policy & Planning,"Willingness to pay for a rapid malaria diagnostic test and artemisinin-based combination therapy from private drug shops in Mukono District, Uganda.",Oxford University Press,,,cc-by,,http://heapol.oxfordjournals.org/content/28/2/185,"License decided by scraping the resource at http://heapol.oxfordjournals.org/content/28/2/185 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/hmg/ddq419,Human Molecular Genetics,Myc inhibition impairs autophagosome formation,Oxford University Press,,,cc-nc,,http://hmg.oxfordjournals.org/content/19/24/4861,"License decided by scraping the resource at http://hmg.oxfordjournals.org/content/19/24/4861 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0),
                     which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is
                     properly cited."".",wellcome-12-13
10.1093/hmg/ddr328,Human Molecular Genetics,Allelic heterogeneity and more detailed analyses of known loci explain additional phenotypic variation and reveal complex patterns of association,Oxford University Press,other,,,,,,wellcome-12-13
10.1093/hmg/ddr509,Human Molecular Genetics,Protein profiles in Tc1 mice implicate novel pathway perturbations in the Down syndrome brain,Oxford University Press,other,,,,,,wellcome-12-13
10.1093/hmg/ddr509,Human Molecular Genetics,Next generatin sequencing identifies mutations in Atonal homolog 7 (ATOH7) in families with global eye developmental defects.,Oxford University Press,other,,,,,,wellcome-12-13
10.1093/hmg/ddr608,Human Molecular Genetics,Impaired neural development in a zebrafish model for Lowe syndrome,Oxford University Press,other,,,,,,wellcome-12-13
10.1093/hmg/ddr608,Human Molecular Genetics,Mitofusin 1 and mitofusin 2 are ubiquitinated in a PINK1/parkin-dependent manner upon induction of mitophagy,Oxford University Press,other,,,,,,wellcome-12-13
10.1093/hmg/dds189,Human Reproduction,The incidence and clinical significance of defects in calcium signalling pathways mediating human sperm hyperactivation in donors and sub fertile patients.,Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/hmg/dds244,Human Molecular Genetics,G2019S leucine-rich repeat kinase 2 causes uncoupling protein-mediated mitochondrial depolarization,Oxford University Press,other,,,,,,wellcome-12-13
10.1093/hmg/dds244,Human Molecular Genetics,Genome Wide Meta-analysis points to CTC1 and ZNF676 as genes regulating telomere homeostasis in humans,Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/hmg/dds378,Human Molecular Genetics,"Folliculin interacts with p0071 (plakophilin-4) and deficiency is associated with disordered RhoA signalling, epithelial polarization and cytokinesis",Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/hmg/dds551,Human Molecular Genetics,A genome-wide association study of early menopause and the combined impact of identified,Oxford University Press,other,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/hmg/dds552,Human Molecular Genetics,Genome-wide association study identifies loci on 12q24 and 13q32 associated with Tetralogy of Fallot,Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/hmg/ddt017,Human Molecular Genetics,Trans-splicing correction of tau isoform imbalance in a mouse model of tau mis-splicing,Oxford University Press,other,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/hmg/ddt108,Human Molecular Genetics,"Vitmain D Receptor Binding, Chromatin States and Association with Multiple Sclerosis",Oxford University Press,other,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/hmg/ddt117,Human Molecular Genetics,ALS mutant FUS disrupts nuclear localisation and sequesters wild-type FUS within cytoplasmic stress granules,Oxford University Press,other,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/hmg/ddt131,Human Molecular Genetics,"Dopaminergic expression of the Parkinsonian gene LRRK2-G2019S leads to non-autonomous visual neurodegeneration, accelerated by increased neural demands for energy",Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/hmg/ddt231,Human Molecular Genetics,Genome-Wide Association Study of Primary Tooth Eruption Identifies Pleiotropic Loci Associated With Height and Craniofacial Distances,Oxford University Press,,,cc-by,,http://hmg.oxfordjournals.org/content/22/18/3807,"License decided by scraping the resource at http://hmg.oxfordjournals.org/content/22/18/3807 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/hmg/ddt30,Human Molecular Genetics,IGF-1 receptor antagonism inhibits autophagy,Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/hmg/ddt309,Human Molecular Genetics,Altered 2-thiouridylation impairs mitochondrial translation in reversible infantile repiratory chain deficiency,Oxford University Press,,,cc-by,,http://hmg.oxfordjournals.org/content/22/22/4602,"License decided by scraping the resource at http://hmg.oxfordjournals.org/content/22/22/4602 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/hmg/ddt375,Human Molecular Genetics,"Age-associated epigenetic drift: implications, and a case of epigenetic thrift?",Oxford University Press,,,cc-by,,http://hmg.oxfordjournals.org/content/22/R1/R7,"License decided by scraping the resource at http://hmg.oxfordjournals.org/content/22/R1/R7 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/hmg/ddt383,Human Molecular Genetics,DNA polymerase {varepsilon} and o exonuclease domain mutations in endometrial cancer.,Oxford University Press,other,,,,,,wellcome-12-13
10.1093/hmg/ddt383,Human Molecular Genetics,Armet/Manf and Creld2 are components of a specialised ER stress response provoked by inappropriate,Oxford University Press,cc-by,,cc-by,,http://hmg.oxfordjournals.org/content/22/25/5262,"License decided by scraping the resource at http://hmg.oxfordjournals.org/content/22/25/5262 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/hwj/dbq051,History Workshop Journal,A marble embryo: meanings of a portrait from 1900,Oxford University Press,,,cc-nc,,http://hwj.oxfordjournals.org/content/73/1/5,"License decided by scraping the resource at http://hwj.oxfordjournals.org/content/73/1/5 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0/),
                     which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is
                     properly cited."".",wellcome-12-13
10.1093/ije/dys046,International Journal of Epidemiology,"Status of epidemiology in the WHO South-East Asia region: burden of disease, determinants of health and epidemiological research, workforce and training capacity.",Oxford University Press,,,,,,,wellcome-12-13
10.1093/ije/dys188,International Journal of Epidemiology,Data Resource Profile: Cardiovascular disease research using Linked Bespoke studies and Electronic health Records (CALIBER),Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/ije/dyt049,International Journal of Epidemiology,Inequalities in the uptake of human papillomavirus vaccination: a systematic review and meta-analysis,Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/ije/dyt092,International Journal of Epidemiology,Time series regression studies in environmental epidemiology.,Oxford University Press,,,failed-to-obtain-license,,,a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown,wellcome-12-13
10.1093/ije/dyt093,Journal of Antimicrobial Chemotherapy,An analysis of the development and implementation of a Smartphone Application for the delivery of Antimicrobial Prescribing Policy: Lessons Learnt,Oxford University Press,,,,,,,wellcome-12-13
10.1093/ije/dyt093,International Journal of Epidemiology,Use of allele scores as instrumental variables for Mendelian randomization,Oxford University Press,,,cc-by,,http://ije.oxfordjournals.org/content/42/4/1134,"License decided by scraping the resource at http://ije.oxfordjournals.org/content/42/4/1134 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/ije/dyt128,International Journal of Epidemiology,Cohort profile: Andhra Pradesh children and parents study.,Oxford University Press,,,cc-by,,http://ije.oxfordjournals.org/content/early/2013/09/07/ije.dyt128,"License decided by scraping the resource at http://ije.oxfordjournals.org/content/early/2013/09/07/ije.dyt128 and looking for the following license statement: ""This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/),
                     which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."".",wellcome-12-13
10.1093/infdis/jir842,Journal of Infectious Diseases,Therapeutic vaccination with recombinant adenovirus reduces splenic parasite burden in experimental visceral leishmaniasis,Oxford University Press,,,,,,,wellcome-12-13
