Publisher,Article,Journal,DOI,Invoice date,Amount paid on APC (incl. VAT),Open Access on pub?,Correct licence on pub?,Access charges on pub?,Open Access?,Correct licence?,Access charges?,Problem-free OA publication
Springer,Copy number and nucleotide variation of the LILR family of myelomonocytic cell activating and inhibitory receptors,Immunogenetics,10.1007/s00251-013-0742-5,"Tuesday, 17 December 13","£2,237.29",Y,Y,N,Y,Y,N,Y
Springer,Dietary dairy product intake and incident type 2 diabetes: a prospective study using dietary data from a 7-day food diary,Diabetologia,10.1007/s00125-014-3176-1,"Monday, 10 February 14","£2,168.66",Y,Y,N,Y,Y,N,Y
Springer,Does electronic monitoring influence adherence to medication? Randomized controlled trial of measurement reactivity,Annals of Behavioral Medicine,10.1007/s12160-014-9595-x,"Wednesday, 5 March 14","£2,208.05",Y,Y,N,Y,Y,N,Y
Springer,Eurasian Jays (Garrulus glandarius) conceal caches from onlookers,Animal Cognition,10.1007/s10071-014-0743-2,"Wednesday, 19 March 14","£2,198.64",Y,Y,N,Y,Y,N,Y
Springer,Investigating the physiological response of Pichia (Komagataella) pastoris GS115 to the heterologous expression of misfolded proteins using chemostat cultures,Applied Microbiology & Biotechnology,10.1007/s00253-013-5186-1,"Thursday, 13 March 14","£2,265.08",Y,Y,N,Y,Y,N,Y
Taylor & Francis,Requirements-based Development of an Improved Engineering Change Management Method,Journal of Engineering Design,10.1080/09544828.2013.834039,"Monday, 12 August 13","£2,298.70",Y,Y,N,Y,Y,N,Y
Taylor & Francis,Comparison of ilities for protection against uncertainty in system design,Journal of Engineering Design,10.1080/09544828.2013.851783,"Wednesday, 9 October 13","£2,226.42",Y,N,N,Y,Y,N,N
Taylor & Francis,Signing below the dotted line: Signature position as a marker of vulnerability for visuospatial processing difficulties,Neurocase,10.1080/13554794.2013.860178,"Wednesday, 30 October 13","£2,145.60",Y,Y,N,Y,Y,N,Y
The Geological Society,Ice Sheets and the Anthropocene,Geological Society of London Special Publication,10.1144/SP395.10 ,"Monday, 14 October 13","£1,800.00",Y,Y,N,Y,Y,N,Y
University of York,Using Social Media for Research Dissemination: The Digital Research Video Project,Internet Archaeology,10.11141/ia.35.4,"Friday, 28 June 13",£800.00,N,Y,Y,Y,Y,N,N
ACS,Crystallisation and Phase Changes in Paracetamol from the Amorphous Solid to the Liquid Phase,Molecular Pharmaceutics,10.1021/mp400768m,"Friday, 7 March 14","£1,437.04",Y,Y,N,Y,Y,N,Y
